"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc"
"해양환경측정망","남해도남안2_연안","1998-05-01 00:00:00","127.9327778","34.63777778","0","24","저층","32.8616","1","15.66","1","","","9.64286","1","8.09","2","12.1685","2","8.27156","1","7.75964","1","","","44","2","0.784157","2","24.1288","2","",""
"해양환경측정망","남해도남안2_연안","1998-08-01 00:00:00","127.9327778","34.63777778","0","0","표층","30.61","1","27.1","1","2.8","2","5.96","1","8.07","2","1","2","10","1","7","1","13","2","29","2","1.14","2","21","2","",""
"해양환경측정망","남해도남안2_연안","1998-08-01 00:00:00","127.9327778","34.63777778","0","23","저층","31.99","1","27.2","1","","","5","1","7.92","2","8","2","12","1","85","1","","","141","2","1.51","2","48","2","",""
"해양환경측정망","남해도남안2_연안","1998-11-01 00:00:00","127.9327778","34.63777778","0","0","표층","32.1","1","18.9","1","4.8","2","7.28571","1","8.17","2","3.47395","2","9.48931","1","14.7376","1","2.1","2","79","2","1.08822","2","61.2923","2","",""
"해양환경측정망","남해도남안2_연안","1998-11-01 00:00:00","127.9327778","34.63777778","0","25","저층","32.11","1","19.18","1","","","6.87143","1","8.17","2","10.2348","2","10.2671","1","14.009","1","","","37","2","1.68034","2","13.4232","2","",""
"해양환경측정망","남해도남안3_연안","1998-02-01 00:00:00","128.0666667","34.61611111","0","0","표층","33.75","1","9.8","1","13","2","7.67","1","8.15","2","9","2","9","1","52","1","3.1","2","78","2","3.58","2","17","2","",""
"해양환경측정망","남해도남안3_연안","1998-02-01 00:00:00","128.0666667","34.61611111","0","33","저층","33.78","1","10","1","","","9.4","1","8.16","2","9","2","15","1","69","1","","","94","2","2.16","2","16","2","",""
"해양환경측정망","남해도남안3_연안","1998-05-01 00:00:00","128.0666667","34.61611111","0","0","표층","32.719","1","16.38","1","20.8","2","9.74286","1","8.09","2","12.1685","2","5.14675","1","8.20031","1","5.5","2","32","2","1.77636","2","12.0288","2","",""
"해양환경측정망","남해도남안3_연안","1998-05-01 00:00:00","128.0666667","34.61611111","0","34","저층","32.7271","1","16.01","1","","","10.2429","1","8.07","2","11.8017","2","12.4993","1","12.4843","1","","","41","2","0.864173","2","17.1535","2","",""
"해양환경측정망","남해도남안3_연안","1998-08-01 00:00:00","128.0666667","34.61611111","0","0","표층","30.03","1","27.5","1","4.7","2","5.46","1","8.1","2","1","2","14","1","4","1","10.5","2","24","2","1.62","2","19","2","",""
"해양환경측정망","남해도남안3_연안","1998-08-01 00:00:00","128.0666667","34.61611111","0","15","저층","31.73","1","24.8","1","","","5.86","1","8.01","2","5","2","10","1","17","1","","","42","2","1.52","2","20","2","",""
"해양환경측정망","남해도남안3_연안","1998-11-01 00:00:00","128.0666667","34.61611111","0","0","표층","32.09","1","18.89","1","0.4","2","7.15714","1","8.18","2","5.1842","2","9.64487","1","6.07868","1","4","2","23","2","0.976195","2","12.3579","2","",""
"해양환경측정망","남해도남안3_연안","1998-11-01 00:00:00","128.0666667","34.61611111","0","35","저층","32.1","1","18.8","1","","","6.88571","1","8.18","2","3.36706","2","9.33375","1","6.63591","1","","","20","2","0.480096","2","10.3693","2","",""
"해양환경측정망","남해도남안4_연안","1998-02-01 00:00:00","127.9908333","34.71361111","0","0","표층","33.76","1","10.1","1","9","2","9.34","1","8.14","2","7","2","9","1","38","1","4.3","2","55","2","1.87","2","10","2","",""
"해양환경측정망","남해도남안4_연안","1998-02-01 00:00:00","127.9908333","34.71361111","0","8","저층","33.73","1","10.3","1","","","10.07","1","8.16","2","8","2","14","1","65","1","","","88","2","1.94","2","15","2","",""
"해양환경측정망","남해도남안4_연안","1998-05-01 00:00:00","127.9908333","34.71361111","0","0","표층","31.3675","1","17.33","1","18","2","9.77143","1","8.1","2","11.8017","2","6.80106","1","7.63689","1","5.5","2","43","2","1.26425","2","22.5629","2","",""
"해양환경측정망","남해도남안4_연안","1998-05-01 00:00:00","127.9908333","34.71361111","0","8","저층","32.7504","1","16.87","1","","","9.82857","1","8.13","2","11.3736","2","5.51438","1","8.79938","1","","","37","2","1.26425","2","17.3671","2","",""
"해양환경측정망","남해도남안4_연안","1998-08-01 00:00:00","127.9908333","34.71361111","0","0","표층","30.07","1","27.2","1","3.8","2","6.4","1","8.06","2","2","2","8","1","8","1","8","2","45","2","2.13","2","35","2","",""
"해양환경측정망","남해도남안4_연안","1998-08-01 00:00:00","127.9908333","34.71361111","0","8","저층","32.28","1","22.2","1","","","5.04","1","7.86","2","11","2","26","1","65","1","","","111","2","1.23","2","35","2","",""
"해양환경측정망","남해도남안4_연안","1998-11-01 00:00:00","127.9908333","34.71361111","0","0","표층","32.12","1","18.9","1","0.8","2","6.71429","1","8.12","2","6.22639","2","10.8894","1","26.7605","1","4","2","48","2","0.672134","2","15.1278","2","",""
"해양환경측정망","남해도남안4_연안","1998-11-01 00:00:00","127.9908333","34.71361111","0","8","저층","32.17","1","18.7","1","","","6.47143","1","8.13","2","6.44017","2","37.4906","1","29.4483","1","","","39","2","0.768154","2","3.55112","2","",""
"해양환경측정망","남해도남안5_연안","1998-02-01 00:00:00","127.7819444","34.55888889","0","0","표층","33.6","1","8.5","1","13.4","2","10.27","1","8.12","2","7","2","20","1","79","1","2","2","105","2","1.9","2","19","2","",""
"해양환경측정망","남해도남안5_연안","1998-02-01 00:00:00","127.7819444","34.55888889","0","31","저층","33.52","1","8.4","1","","","10.59","1","8.12","2","9","2","24","1","70","1","","","93","2","1.94","2","14","2","",""
"해양환경측정망","남해도남안5_연안","1998-05-01 00:00:00","127.7819444","34.55888889","0","0","표층","32.7678","1","15.52","1","15","2","9.21429","1","8.07","2","14.7368","2","19.4841","1","38.5356","1","3","2","82","2","1.05621","2","27.9012","2","",""
"해양환경측정망","남해도남안5_연안","1998-05-01 00:00:00","127.7819444","34.55888889","0","27","저층","32.7802","1","15.48","1","","","9.12857","1","8.08","2","14.9814","2","20.587","1","35.2063","1","","","75","2","0.768154","2","25.1253","2","",""
"해양환경측정망","남해도남안5_연안","1998-08-01 00:00:00","127.7819444","34.55888889","0","0","표층","21.14","4","27","1","2.7","2","7.29","1","8.02","2","24","2","108","4","63","1","2.5","2","97","2","2.44","2","10","2","",""
"해양환경측정망","남해도남안5_연안","1998-08-01 00:00:00","127.7819444","34.55888889","0","28","저층","29.87","1","23.63","1","","","5.09","1","7.96","2","21","2","49","1","383","1","","","420","2","1.8","2","16","2","",""
"해양환경측정망","남해도남안5_연안","1998-11-01 00:00:00","127.7819444","34.55888889","0","0","표층","32.07","1","14.7","1","5.2","2","7.72857","1","8.14","2","9.21933","2","34.3793","1","62.2523","1","3","2","85","2","1.69634","2","13.8494","2","",""
"해양환경측정망","남해도남안5_연안","1998-11-01 00:00:00","127.7819444","34.55888889","0","32","저층","32.21","1","14.6","1","","","8.01429","1","8.16","2","8.20387","2","36.4016","1","69.2619","1","","","107","2","2.25645","2","30.2555","2","",""
"해양환경측정망","대산연안1_연안","1998-02-01 00:00:00","126.4755556","37.05222222","0","0","표층","32.19","1","3.71","1","60.7","2","9.33","1","8","2","4","2","25","1","140","1","1","2","178","2","0.69","2","34","2","",""
"해양환경측정망","대산연안1_연안","1998-02-01 00:00:00","126.4755556","37.05222222","0","6.6","저층","32.19","1","3.66","1","","","9.96","1","8.05","2","3","2","16","1","85","1","","","121","2","1.3","2","33","2","",""
"해양환경측정망","대산연안1_연안","1998-05-01 00:00:00","126.4755556","37.05222222","0","0","표층","31.71","1","11.99","1","8.67","2","10.7286","1","7.87","2","6.86","2","15.81","1","173.88","1","2.1","2","201","2","0.6","2","20.426","2","",""
"해양환경측정망","대산연안1_연안","1998-05-01 00:00:00","126.4755556","37.05222222","0","3.6","저층","31.74","1","11.59","1","","","10.9","1","8.04","2","9.198","2","13.95","1","149.8","1","","","198","2","0.54","2","38.542","2","",""
"해양환경측정망","대산연안1_연안","1998-08-01 00:00:00","126.4755556","37.05222222","0","0","표층","29.16","1","24.73","1","15","2","6.27","1","8.03","2","19","2","23","1","151","1","2.1","2","298","2","0.96","2","128","2","",""
"해양환경측정망","대산연안1_연안","1998-08-01 00:00:00","126.4755556","37.05222222","0","11","저층","29.07","1","24.64","1","","","6.36","1","8.01","2","16","2","26","1","146","1","","","181","2","0.87","2","19","2","",""
"해양환경측정망","대산연안1_연안","1998-11-01 00:00:00","126.4755556","37.05222222","0","0","표층","30.46","1","17.13","1","21","2","7.99","1","8.17","2","6.6","2","56.3","1","169.5","1","1","2","310","2","0.47","2","133","2","",""
"해양환경측정망","대산연안1_연안","1998-11-01 00:00:00","126.4755556","37.05222222","0","6","저층","30.71","1","17.13","1","","","7.64","1","8.36","2","12.5","2","31.3","1","152.4","1","","","268","2","1.37","2","103.3","2","",""
"해양환경측정망","대산연안2_연안","1998-02-01 00:00:00","126.3788889","37.04472222","0","0","표층","32.41","1","4.87","1","57","2","8.09","1","8.14","2","1","2","12","1","45","1","1.3","2","53","2","0.84","2","7","2","",""
"해양환경측정망","대산연안2_연안","1998-02-01 00:00:00","126.3788889","37.04472222","0","38","저층","32.4","1","4.68","1","","","9.31","1","8.15","2","2","2","15","1","77","1","","","101","2","1.05","2","22","2","",""
"해양환경측정망","대산연안2_연안","1998-05-01 00:00:00","126.3788889","37.04472222","0","0","표층","32.06","1","10.54","1","18","2","9.77143","1","7.91","2","5.32","2","13.02","1","155.82","1","2.1","2","183","2","0.55","2","21.812","2","",""
"해양환경측정망","대산연안2_연안","1998-05-01 00:00:00","126.3788889","37.04472222","0","34","저층","32.08","1","10.31","1","","","9.31429","1","8.12","2","6.034","2","7.44","1","101.122","1","","","116","2","0.47","2","8.778","2","",""
"해양환경측정망","대산연안2_연안","1998-08-01 00:00:00","126.3788889","37.04472222","0","0","표층","29.64","1","24.54","1","21.33","2","6.37","1","8.05","2","19","2","19","1","130","1","1.7","2","242","2","1.42","2","93","2","",""
"해양환경측정망","대산연안2_연안","1998-08-01 00:00:00","126.3788889","37.04472222","0","18","저층","29.63","1","24.57","1","","","6.61","1","8.03","2","16","2","21","1","105","1","","","146","2","1.29","2","25","2","",""
"해양환경측정망","대산연안2_연안","1998-11-01 00:00:00","126.3788889","37.04472222","0","0","표층","30.87","1","17.25","1","19.6","2","7.63","1","8.15","2","2.9","2","36.4","1","141.5","1","1.2","2","279","2","0.13","2","133.9","2","",""
"해양환경측정망","대산연안2_연안","1998-11-01 00:00:00","126.3788889","37.04472222","0","26","저층","31.17","1","17.13","1","","","7.93","1","8.23","2","6.7","2","34.8","1","133.1","1","","","240","2","0.76","2","99.7","2","",""
"해양환경측정망","대산연안4_연안","1998-02-01 00:00:00","126.2077778","37.07444444","0","0","표층","32.32","1","4.62","1","70.3","2","9.07","1","8.09","2","1","2","15","1","66","1","0.7","2","74","2","0.81","2","7","2","",""
"해양환경측정망","대산연안4_연안","1998-02-01 00:00:00","126.2077778","37.07444444","0","33","저층","32.32","1","4.46","1","","","9.46","1","7.9","2","2","2","14","1","94","1","","","115","2","1.5","2","19","2","",""
"해양환경측정망","대산연안4_연안","1998-05-01 00:00:00","126.2077778","37.07444444","0","0","표층","32.06","1","10","1","16.33","2","9.52857","1","7.93","2","6.44","2","24.18","1","157.92","1","1.3","2","201","2","0.83","2","37.338","2","",""
"해양환경측정망","대산연안4_연안","1998-05-01 00:00:00","126.2077778","37.07444444","0","42","저층","32.05","1","9.99","1","","","9.27143","1","7.95","2","5.25","2","18.91","1","111.65","1","","","125","2","0.72","2","7.826","2","",""
"해양환경측정망","대산연안4_연안","1998-08-01 00:00:00","126.2077778","37.07444444","0","0","표층","30.69","1","24.13","1","7","2","6.83","1","8.04","2","16","2","13","1","61","1","5.9","2","143","2","1.4","2","66","2","",""
"해양환경측정망","대산연안4_연안","1998-08-01 00:00:00","126.2077778","37.07444444","0","40","저층","30.71","1","24.14","1","","","6.64","1","8.03","2","11","2","12","1","63","1","","","95","2","1.61","2","21","2","",""
"해양환경측정망","대산연안4_연안","1998-11-01 00:00:00","126.2077778","37.07444444","0","0","표층","30.58","1","17.62","1","20.6","2","8.16","1","7.99","2","3.5","2","41.7","1","124.2","1","1.4","2","255","2","0.38","2","126.6","2","",""
"해양환경측정망","대산연안4_연안","1998-11-01 00:00:00","126.2077778","37.07444444","0","40","저층","31.22","1","17.63","1","","","8.16","1","8.28","2","5.2","2","27.1","1","115.2","1","","","214","2","0.94","2","94.1","2","",""
"해양환경측정망","대정연안1_연안","1998-02-01 00:00:00","126.2516667","33.2025","0","0","표층","34.13","1","14.8","1","5.3","2","8.61","1","8.25","2","2","2","15","1","16","1","7.8","2","41","2","1.27","2","23","2","",""
"해양환경측정망","대정연안1_연안","1998-02-01 00:00:00","126.2516667","33.2025","0","20","저층","33.93","1","13.7","1","","","8.86","1","8.13","2","0","2","29","1","17","1","","","45","2","0.79","2","28","2","",""
"해양환경측정망","대정연안1_연안","1998-05-01 00:00:00","126.2516667","33.2025","0","0","표층","33.98","1","18.1","1","4.8","2","7.76","1","8.17","2","2.52","2","4.96","1","33.18","1","9","2","36","2","0.73","2","0.14","2","",""
"해양환경측정망","대정연안1_연안","1998-05-01 00:00:00","126.2516667","33.2025","0","19","저층","34.15","1","18","1","","","7.72","1","8.16","2","3.22","2","1.86","1","38.78","1","","","42","2","0.73","2","0.14","2","",""
"해양환경측정망","대정연안1_연안","1998-08-01 00:00:00","126.2516667","33.2025","0","0","표층","31.74","1","23.9","1","20.5","2","6.3","1","8.09","2","1.96","2","13.33","1","30.94","1","6.2","2","41","2","1.18","2","7.7","2","",""
"해양환경측정망","대정연안1_연안","1998-08-01 00:00:00","126.2516667","33.2025","0","19.5","저층","33.68","1","19","1","","","6.3","1","7.99","2","2.8","2","23.56","1","63.7","1","","","67","2","1.1","2","0.14","2","",""
"해양환경측정망","대정연안1_연안","1998-11-01 00:00:00","126.2516667","33.2025","0","0","표층","33.91","1","20.9","1","6.2","2","7.3","1","8.22","2","3.5","2","5.89","1","17.22","1","9","2","21","2","1.8","2","0.14","2","",""
"해양환경측정망","대정연안1_연안","1998-11-01 00:00:00","126.2516667","33.2025","0","18","저층","32.94","1","20.1","1","","","7.26","1","8.23","2","3.22","2","8.06","1","51.24","1","","","54","2","1.8","2","0.14","2","",""
"해양환경측정망","대정연안2_연안","1998-02-01 00:00:00","126.3275","33.22","0","0","표층","32.39","1","14.8","1","5.1","2","8.9","1","8.35","2","0","2","32","1","43","1","8.4","2","72","2","0.28","2","29","2","",""
"해양환경측정망","대정연안2_연안","1998-02-01 00:00:00","126.3275","33.22","0","30","저층","33.77","1","14.5","1","","","8.69","1","8.35","2","0","2","22","1","120","1","","","149","2","0.2","2","29","2","",""
"해양환경측정망","대정연안2_연안","1998-05-01 00:00:00","126.3275","33.22","0","0","표층","34.05","1","18.2","1","3.2","2","8.2","1","8.17","2","2.66","2","5.58","1","3.22","1","9.5","2","6","2","0.31","2","0.14","2","",""
"해양환경측정망","대정연안2_연안","1998-05-01 00:00:00","126.3275","33.22","0","32","저층","34.24","1","17.2","1","","","7.84","1","8.11","2","3.22","2","0.31","1","44.8","1","","","48","2","0.38","2","0.14","2","",""
